epoch,timestamp_ms,tag1_anchor_count,tag1_avg_rssi,tag1_solve_ok,tag1_x,tag1_y,tag1_z,tag1_rmse_m,tag2_anchor_count,tag2_avg_rssi,tag2_solve_ok,tag2_x,tag2_y,tag2_z,tag2_rmse_m,fused_tag,fused_x,fused_y,fused_z,fused_rmse_m,flags
152,124972.0,5,-81.67,True,2.8927,2.9242,0.9649,0.1053,5,-79.872,True,3.1263,2.8624,0.2761,0.2392,1,2.9665,3.4424,0.6676,0.1053,
153,125372.0,5,-80.943,True,2.7916,2.6619,0.94,0.1173,5,-79.128,True,3.113,2.503,0.3776,0.2415,2,3.0178,3.1136,0.5661,0.2415,
154,125692.0,5,-80.331,True,2.8455,2.5145,1.2247,0.1411,5,-79.866,True,3.1249,2.1879,0.5142,0.222,2,3.0553,2.7896,0.5479,0.222,
155,126172.0,5,-79.703,True,3.0329,1.9243,1.2009,0.1259,5,-78.457,True,3.2277,1.8899,0.6284,0.1687,2,3.1156,2.4747,0.5761,0.1687,
156,126372.0,5,-78.986,True,3.0353,1.7239,1.5015,0.1241,5,-81.716,True,3.2109,1.7013,0.6641,0.1653,1,3.0875,2.2119,0.9,0.1241,
157,126772.0,5,-78.452,True,2.9317,1.3115,1.8387,0.1865,5,-79.873,True,3.044,1.4259,0.8356,0.1828,2,3.0723,1.9368,0.8775,0.1828,
158,127292.0,5,-77.474,True,2.8784,1.1523,1.7855,0.2101,5,-81.829,True,2.9102,1.0266,0.9777,0.2363,2,3.0156,1.6182,0.9125,0.2363,
159,127472.0,5,-78.237,True,2.8517,0.9915,1.7675,0.2418,5,-82.715,True,2.8618,0.8898,1.0559,0.2994,2,2.9617,1.3633,0.9627,0.2994,
160,127874.5,5,-77.174,True,2.7973,0.8148,1.7518,0.281,4,-80.318,True,2.891,0.3646,2.1412,0.2685,1,2.9042,1.1713,1.2389,0.281,weak_height_geometry
161,128390.0,5,-77.886,True,2.8003,0.5299,1.7065,0.1433,4,-81.882,True,2.845,0.1568,2.0719,0.1938,1,2.8678,0.9468,1.4025,0.1433,weak_height_geometry
162,128669.5,5,-78.399,True,2.834,0.3762,1.6971,0.1691,4,-81.597,True,2.9215,-0.0765,1.7094,0.1683,1,2.856,0.7471,1.5056,0.1691,weak_height_geometry
163,128969.5,5,-78.125,True,2.8392,0.2938,1.6911,0.1771,4,-80.493,True,3.001,-0.2752,1.6902,0.1591,1,2.8501,0.5884,1.5705,0.1771,weak_height_geometry
164,129369.5,5,-82.045,True,2.7904,0.0962,1.6844,0.2066,4,-80.152,True,3.0496,-0.49,1.6315,0.1145,1,2.8292,0.4162,1.6104,0.2066,weak_height_geometry
165,129769.5,5,-80.851,True,2.9462,-0.3108,1.6498,0.208,4,-84.385,True,3.1018,-0.653,1.619,0.1547,1,2.8701,0.1617,1.6242,0.208,weak_height_geometry
166,130069.5,5,-81.473,True,3.0326,-0.4775,1.6366,0.1903,4,-83.699,True,3.2177,-0.9785,1.5983,0.2803,1,2.927,-0.062,1.6285,0.1903,weak_height_geometry
167,130592.0,5,-82.704,True,3.0791,-1.0141,1.5944,0.2304,5,-86.036,True,3.0396,-1.118,2.3387,0.9505,1,2.9802,-0.3952,1.6166,0.2304,weak_height_geometry
